dataset,fold,reg,fixed_reg,algo,objective,train_acc,test_acc,train_auc,test_auc,n_iter,n_trees
hepatitis,5,1,0,lpboost_cart,29.0,0.8727272727272727,0.7037037037037037,0.7030497592295345,0.5863636363636364,1,1
hepatitis,5,1,0,lpboost_cart,29.0,0.8727272727272727,0.7037037037037037,0.7030497592295345,0.5863636363636364,2,1
hepatitis,5,1,0,lpboost_cart,29.0,0.8727272727272727,0.7037037037037037,0.7030497592295345,0.5863636363636364,3,1
hepatitis,5,1,0,lpboost_cart,29.0,0.8727272727272727,0.7037037037037037,0.7030497592295345,0.5863636363636364,4,1
hepatitis,5,1,0,lpboost_cart,29.0,0.8727272727272727,0.7037037037037037,0.7030497592295345,0.5863636363636364,5,1
hepatitis,5,1,0,lpboost_cart,29.0,0.8727272727272727,0.7037037037037037,0.7030497592295345,0.5863636363636364,6,1
hepatitis,5,1,0,lpboost_cart,28.0,0.9,0.6666666666666666,0.9269662921348315,0.7954545454545454,7,7
hepatitis,5,1,0,lpboost_cart,27.0,0.9,0.6666666666666666,0.9368646334938469,0.7727272727272727,8,7
hepatitis,5,1,0,lpboost_cart,27.0,0.9,0.6666666666666666,0.9371321562332797,0.7818181818181817,9,8
hepatitis,5,1,0,lpboost_cart,25.666666666666668,0.9181818181818182,0.7407407407407407,0.9505082932049222,0.8227272727272728,10,10
hepatitis,5,1,0,lpboost_cart,25.0,0.9181818181818182,0.5555555555555556,0.9505082932049225,0.9590909090909091,11,9
hepatitis,5,1,0,lpboost_cart,24.714285714285715,0.9454545454545454,0.8518518518518519,0.958266452648475,0.9545454545454546,12,12
hepatitis,5,1,0,lpboost_cart,24.11111111111111,0.9454545454545454,0.7777777777777778,0.9579989299090423,0.9181818181818182,13,13
hepatitis,5,1,0,lpboost_cart,23.4,0.9363636363636364,0.8148148148148148,0.965757089352595,0.9727272727272728,14,14
hepatitis,5,1,0,lpboost_cart,23.176470588235293,0.9363636363636364,0.8518518518518519,0.9668271803103262,0.9818181818181819,15,15
hepatitis,1,5,1,lpboost_dl85,141.0,0.8715596330275229,0.8214285714285714,0.7391774891774893,0.5782608695652174,1,1
hepatitis,1,5,1,lpboost_dl85,141.0,0.8715596330275229,0.8214285714285714,0.7391774891774893,0.5782608695652174,2,1
hepatitis,1,5,1,lpboost_dl85,141.0,0.8715596330275229,0.8214285714285714,0.7391774891774893,0.5782608695652174,3,1
hepatitis,1,5,1,lpboost_dl85,141.0,0.8715596330275229,0.8214285714285714,0.7391774891774893,0.5782608695652174,4,1
hepatitis,1,5,1,lpboost_dl85,141.0,0.8715596330275229,0.8214285714285714,0.7391774891774893,0.5782608695652174,5,1
hepatitis,1,5,1,lpboost_dl85,140.33333333333334,0.8899082568807339,0.8214285714285714,0.9204545454545454,0.8652173913043477,6,6
hepatitis,1,5,1,lpboost_dl85,121.0,0.926605504587156,0.8214285714285714,0.9407467532467533,0.7826086956521738,7,7
hepatitis,1,5,1,lpboost_dl85,111.0,0.908256880733945,0.8214285714285714,0.9477813852813853,0.7869565217391304,8,8
hepatitis,1,5,1,lpboost_dl85,108.5,0.908256880733945,0.8214285714285714,0.9518398268398268,0.7826086956521738,9,9
hepatitis,1,5,1,lpboost_dl85,99.0,0.926605504587156,0.8214285714285714,0.9429112554112554,0.6565217391304348,10,8
hepatitis,1,5,1,lpboost_dl85,98.0,0.9174311926605505,0.8214285714285714,0.9650974025974026,0.6565217391304348,11,10
hepatitis,1,5,1,lpboost_dl85,91.0,0.926605504587156,0.8214285714285714,0.9680735930735931,0.6217391304347826,12,11
hepatitis,1,5,1,lpboost_dl85,85.8,0.9357798165137615,0.8214285714285714,0.9783549783549783,0.6260869565217391,13,12
hepatitis,1,5,1,lpboost_dl85,78.0,0.963302752293578,0.7857142857142857,0.968073593073593,0.5130434782608695,14,14
hepatitis,1,5,1,lpboost_dl85,61.0,0.9724770642201835,0.8214285714285714,0.9853896103896104,0.6434782608695653,15,15
hepatitis,1,5,1,lpboost_dl85,61.0,0.9724770642201835,0.8214285714285714,0.9853896103896104,0.6434782608695653,16,15
hepatitis,1,5,1,lpboost_dl85,52.647058823529406,0.9724770642201835,0.7857142857142857,0.9891774891774892,0.7478260869565218,17,15
hepatitis,1,5,1,lpboost_dl85,46.999999999999986,0.9724770642201835,0.75,0.987012987012987,0.6782608695652174,18,14
hepatitis,1,5,1,lpboost_dl85,43.909090909090914,0.9908256880733946,0.8214285714285714,0.9945887445887446,0.7260869565217392,19,16
hepatitis,1,5,1,lpboost_dl85,41.0,0.981651376146789,0.8214285714285714,0.9954004329004329,0.6695652173913044,20,17
hepatitis,1,5,1,lpboost_dl85,34.0,1.0,0.8214285714285714,1.0,0.5999999999999999,21,18
hepatitis,1,5,1,lpboost_dl85,33.4,1.0,0.8214285714285714,1.0,0.5826086956521739,22,19
hepatitis,1,5,1,lpboost_dl85,32.03296703296703,1.0,0.8214285714285714,1.0,0.5652173913043479,23,20
hepatitis,1,5,1,lpboost_dl85,30.863247863247864,1.0,0.8214285714285714,1.0,0.5652173913043479,24,22
hepatitis,1,5,1,lpboost_dl85,29.866666666666664,1.0,0.7857142857142857,1.0,0.6000000000000001,25,24
hepatitis,1,5,1,lpboost_dl85,27.592592592592595,1.0,0.8214285714285714,1.0,0.5826086956521739,26,24
hepatitis,1,5,1,lpboost_dl85,27.02721088435374,1.0,0.8214285714285714,1.0,0.5391304347826087,27,25
hepatitis,1,5,1,lpboost_dl85,26.922729553437033,1.0,0.8214285714285714,1.0,0.5391304347826087,28,26
hepatitis,1,5,1,lpboost_dl85,26.675491033304855,1.0,0.8214285714285714,1.0,0.5304347826086957,29,26
hepatitis,1,5,1,lpboost_dl85,26.67058823529412,1.0,0.8214285714285714,1.0,0.5304347826086957,30,27
hepatitis,1,5,1,lpboost_dl85,26.67058823529411,1.0,0.8214285714285714,1.0,0.5304347826086957,31,28
hepatitis,1,5,1,lpboost_dl85,26.66115702479339,1.0,0.8214285714285714,1.0,0.5391304347826087,32,27
hepatitis,2,1,1,lpboost_dl85,29.0,0.8715596330275229,0.8214285714285714,0.7275280898876404,0.643939393939394,1,1
hepatitis,2,1,1,lpboost_dl85,29.0,0.8715596330275229,0.8214285714285714,0.7275280898876404,0.643939393939394,2,1
hepatitis,2,1,1,lpboost_dl85,29.0,0.8715596330275229,0.8214285714285714,0.7275280898876404,0.643939393939394,3,1
hepatitis,2,1,1,lpboost_dl85,29.0,0.8715596330275229,0.8214285714285714,0.7275280898876404,0.643939393939394,4,1
hepatitis,2,1,1,lpboost_dl85,23.0,0.926605504587156,0.7857142857142857,0.899438202247191,0.7272727272727273,5,5
hepatitis,2,1,1,lpboost_dl85,23.0,0.926605504587156,0.7857142857142857,0.899438202247191,0.7272727272727273,6,5
hepatitis,2,1,1,lpboost_dl85,23.0,0.926605504587156,0.7857142857142857,0.8890449438202247,0.7234848484848486,7,5
hepatitis,2,1,1,lpboost_dl85,23.0,0.926605504587156,0.7857142857142857,0.8890449438202247,0.7234848484848486,8,5
hepatitis,2,1,1,lpboost_dl85,23.0,0.926605504587156,0.7857142857142857,0.9047752808988764,0.7727272727272728,9,6
hepatitis,2,1,1,lpboost_dl85,23.0,0.926605504587156,0.7857142857142857,0.899438202247191,0.7272727272727273,10,5
hepatitis,2,1,1,lpboost_dl85,23.0,0.926605504587156,0.7857142857142857,0.8890449438202247,0.7234848484848486,11,5
hepatitis,2,1,1,lpboost_dl85,22.5,0.9357798165137615,0.8571428571428571,0.946629213483146,0.9015151515151516,12,10
hepatitis,2,1,1,lpboost_dl85,21.0,0.9357798165137615,0.8571428571428571,0.952808988764045,0.8825757575757576,13,11
hepatitis,2,1,1,lpboost_dl85,21.0,0.9357798165137615,0.8571428571428571,0.952808988764045,0.8825757575757576,14,11
hepatitis,2,1,1,lpboost_dl85,19.66666666666666,0.944954128440367,0.8571428571428571,0.9730337078651685,0.9242424242424243,15,14
hepatitis,2,1,1,lpboost_dl85,19.615384615384617,0.9541284403669725,0.8571428571428571,0.9707865168539325,0.9166666666666667,16,15
hepatitis,2,1,1,lpboost_dl85,19.5,0.944954128440367,0.8571428571428571,0.9792134831460674,0.9166666666666667,17,14
hepatitis,2,1,1,lpboost_dl85,19.5,0.944954128440367,0.8571428571428571,0.9792134831460674,0.9166666666666667,18,14
hepatitis,2,1,1,lpboost_dl85,19.500000000000004,0.9541284403669725,0.8571428571428571,0.9806179775280899,0.9356060606060607,19,18
hepatitis,2,1,1,lpboost_dl85,19.461538461538463,0.944954128440367,0.8571428571428571,0.975,0.9128787878787878,20,19
hepatitis,2,1,1,lpboost_dl85,19.391304347826086,0.9541284403669725,0.8571428571428571,0.9691011235955056,0.9015151515151515,21,20
hepatitis,2,1,1,lpboost_dl85,19.3030303030303,0.963302752293578,0.8571428571428571,0.9623595505617977,0.893939393939394,22,20
hepatitis,2,1,1,lpboost_dl85,19.054054054054053,0.9541284403669725,0.8571428571428571,0.9660112359550562,0.8825757575757576,23,20
hepatitis,2,1,1,lpboost_dl85,18.887323943661972,0.9541284403669725,0.8214285714285714,0.967696629213483,0.8977272727272727,24,22
hepatitis,2,1,1,lpboost_dl85,18.561983471074385,0.9541284403669725,0.8571428571428571,0.9837078651685393,0.9318181818181819,25,22
hepatitis,2,1,1,lpboost_dl85,18.516666666666666,0.9541284403669725,0.8571428571428571,0.9808988764044944,0.9090909090909091,26,22
hepatitis,2,1,1,lpboost_dl85,18.50210970464135,0.9541284403669725,0.8571428571428571,0.9921348314606742,0.9166666666666666,27,22
hepatitis,2,1,1,lpboost_dl85,18.502109704641352,0.9541284403669725,0.8571428571428571,0.9921348314606742,0.9242424242424242,28,23
hepatitis,3,1,1,lpboost_dl85,35.0,0.8454545454545455,0.9259259259259259,0.6861958266452649,0.8,1,1
hepatitis,3,1,1,lpboost_dl85,35.0,0.8454545454545455,0.9259259259259259,0.6861958266452649,0.8,2,1
hepatitis,3,1,1,lpboost_dl85,35.0,0.8454545454545455,0.9259259259259259,0.6861958266452649,0.8,3,1
hepatitis,3,1,1,lpboost_dl85,35.0,0.8454545454545455,0.9259259259259259,0.6861958266452649,0.8,4,1
hepatitis,3,1,1,lpboost_dl85,35.0,0.8454545454545455,0.9259259259259259,0.6861958266452649,0.8,5,1
hepatitis,3,1,1,lpboost_dl85,33.0,0.8727272727272727,0.8888888888888888,0.8945960406634564,0.9363636363636364,6,6
hepatitis,3,1,1,lpboost_dl85,33.0,0.8727272727272727,0.8888888888888888,0.8908507223113965,0.9090909090909092,7,7
hepatitis,3,1,1,lpboost_dl85,31.0,0.8727272727272727,0.8518518518518519,0.9074371321562332,0.9409090909090909,8,7
hepatitis,3,1,1,lpboost_dl85,31.0,0.8818181818181818,0.8518518518518519,0.9173354735152488,0.9227272727272726,9,8
hepatitis,3,1,1,lpboost_dl85,27.0,0.9181818181818182,0.8518518518518519,0.9242910647405029,0.8727272727272728,10,8
hepatitis,3,1,1,lpboost_dl85,27.0,0.9181818181818182,0.8518518518518519,0.9232209737827716,0.8727272727272728,11,9
hepatitis,3,1,1,lpboost_dl85,26.85714285714286,0.9181818181818182,0.8518518518518519,0.9518459069020866,0.8636363636363636,12,12
hepatitis,3,1,1,lpboost_dl85,26.5,0.9090909090909091,0.8518518518518519,0.9526484751203852,0.9272727272727272,13,12
hepatitis,3,1,1,lpboost_dl85,25.307692307692303,0.9454545454545454,0.8888888888888888,0.9400749063670412,0.9227272727272727,14,14
hepatitis,3,1,1,lpboost_dl85,24.0,0.9454545454545454,0.8888888888888888,0.9649545211342965,0.9500000000000001,15,15
hepatitis,3,1,1,lpboost_dl85,23.285714285714285,0.9545454545454546,0.8888888888888888,0.9689673622257892,0.9545454545454545,16,16
hepatitis,3,1,1,lpboost_dl85,23.153846153846153,0.9636363636363636,0.8888888888888888,0.9676297485286247,0.9454545454545454,17,17
hepatitis,3,1,1,lpboost_dl85,23.086956521739133,0.9636363636363636,0.8518518518518519,0.9644194756554307,0.9272727272727272,18,18
hepatitis,3,1,1,lpboost_dl85,22.940594059405935,0.9636363636363636,0.8888888888888888,0.9652220438737293,0.9545454545454545,19,19
hepatitis,3,1,1,lpboost_dl85,22.877551020408163,0.9727272727272728,0.8518518518518519,0.963884430176565,0.9545454545454545,20,20
hepatitis,3,1,1,lpboost_dl85,22.768115942028988,0.9727272727272728,0.8518518518518519,0.9633493846976993,0.9227272727272727,21,21
hepatitis,3,1,1,lpboost_dl85,22.641975308641975,0.9727272727272728,0.8888888888888888,0.9646869983948635,0.9545454545454545,22,22
hepatitis,3,1,1,lpboost_dl85,22.612440191387552,0.9636363636363636,0.8518518518518519,0.9630818619582663,0.9545454545454545,23,23
hepatitis,3,1,1,lpboost_dl85,22.56687898089172,0.9545454545454546,0.8518518518518519,0.9641519529159976,0.9454545454545454,24,24
hepatitis,3,1,1,lpboost_dl85,22.54838709677419,0.9545454545454546,0.8518518518518519,0.9646869983948635,0.9545454545454545,25,25
hepatitis,3,1,1,lpboost_dl85,22.547351524879613,0.9545454545454546,0.8518518518518519,0.9646869983948634,0.9545454545454545,26,26
hepatitis,3,1,1,lpboost_dl85,22.544973544973548,0.9545454545454546,0.8518518518518519,0.9646869983948634,0.9545454545454545,27,27
hepatitis,4,1,1,lpboost_dl85,31.0,0.8636363636363636,0.7407407407407407,0.7520064205457463,0.6863636363636363,1,1
hepatitis,4,1,1,lpboost_dl85,31.0,0.8636363636363636,0.7407407407407407,0.7520064205457463,0.6863636363636363,2,1
hepatitis,4,1,1,lpboost_dl85,31.0,0.8636363636363636,0.7407407407407407,0.7520064205457463,0.6863636363636363,3,1
hepatitis,4,1,1,lpboost_dl85,31.0,0.8636363636363636,0.7407407407407407,0.7520064205457463,0.6863636363636363,4,1
hepatitis,4,1,1,lpboost_dl85,31.0,0.8636363636363636,0.7407407407407407,0.7520064205457463,0.6863636363636363,5,1
hepatitis,4,1,1,lpboost_dl85,31.0,0.8636363636363636,0.7407407407407407,0.7520064205457463,0.6863636363636363,6,1
hepatitis,4,1,1,lpboost_dl85,29.0,0.8909090909090909,0.7777777777777778,0.8686463349384697,0.8272727272727273,7,3
hepatitis,4,1,1,lpboost_dl85,28.5,0.9181818181818182,0.7777777777777778,0.9315141787051899,0.8590909090909091,8,7
hepatitis,4,1,1,lpboost_dl85,26.0,0.9272727272727272,0.7407407407407407,0.9470304975922953,0.8727272727272728,9,7
hepatitis,4,1,1,lpboost_dl85,25.25,0.9272727272727272,0.7777777777777778,0.9692348849652221,0.8545454545454545,10,10
hepatitis,4,1,1,lpboost_dl85,24.6,0.9181818181818182,0.7777777777777778,0.9684323167469235,0.8363636363636364,11,10
hepatitis,4,1,1,lpboost_dl85,24.333333333333332,0.9363636363636364,0.7777777777777778,0.9700374531835205,0.8409090909090908,12,12
hepatitis,4,1,1,lpboost_dl85,24.166666666666668,0.9363636363636364,0.8148148148148148,0.9716425896201177,0.8272727272727273,13,13
hepatitis,4,1,1,lpboost_dl85,23.444444444444446,0.9454545454545454,0.8148148148148148,0.9724451578384162,0.8909090909090909,14,14
hepatitis,4,1,1,lpboost_dl85,22.75,0.9454545454545454,0.8148148148148148,0.9695024077046549,0.9,15,15
hepatitis,4,1,1,lpboost_dl85,22.303703703703704,0.9454545454545454,0.8148148148148148,0.9705724986623863,0.9,16,16
hepatitis,4,1,1,lpboost_dl85,21.946236559139788,0.9545454545454546,0.8148148148148148,0.9796682718031032,0.8772727272727272,17,17
hepatitis,4,1,1,lpboost_dl85,20.483870967741932,0.9545454545454546,0.8518518518518519,0.9860888175494916,0.8727272727272728,18,17
hepatitis,4,1,1,lpboost_dl85,19.178217821782173,0.9545454545454546,0.8148148148148148,0.9866238630283575,0.8954545454545455,19,19
hepatitis,4,1,1,lpboost_dl85,18.991578947368417,0.9545454545454546,0.8148148148148148,0.9871589085072231,0.9,20,19
hepatitis,4,1,1,lpboost_dl85,18.886363636363637,0.9545454545454546,0.8148148148148148,0.987158908507223,0.8909090909090909,21,21
hepatitis,4,1,1,lpboost_dl85,18.772357723577237,0.9545454545454546,0.8518518518518519,0.9866238630283574,0.8999999999999999,22,21
hepatitis,4,1,1,lpboost_dl85,18.66666666666667,0.9545454545454546,0.8518518518518519,0.9815409309791332,0.8772727272727272,23,22
hepatitis,4,1,1,lpboost_dl85,18.643807574206757,0.9545454545454546,0.8518518518518519,0.9812734082397003,0.8818181818181818,24,23
hepatitis,4,1,1,lpboost_dl85,18.63157894736842,0.9545454545454546,0.8518518518518519,0.9812734082397003,0.8818181818181818,25,24
hepatitis,4,1,1,lpboost_dl85,18.626262626262626,0.9545454545454546,0.8518518518518519,0.9818084537185661,0.8818181818181818,26,24
hepatitis,4,1,1,lpboost_dl85,18.615569316314925,0.9545454545454546,0.8518518518518519,0.9812734082397003,0.8818181818181818,27,25
hepatitis,4,1,1,lpboost_dl85,18.60869565217391,0.9636363636363636,0.8518518518518519,0.9812734082397004,0.8818181818181818,28,26
hepatitis,5,1,1,lpboost_dl85,29.0,0.8727272727272727,0.8148148148148148,0.7030497592295345,0.7318181818181818,1,1
hepatitis,5,1,1,lpboost_dl85,29.0,0.8727272727272727,0.8148148148148148,0.7030497592295345,0.7318181818181818,2,1
hepatitis,5,1,1,lpboost_dl85,29.0,0.8727272727272727,0.8148148148148148,0.7030497592295345,0.7318181818181818,3,1
hepatitis,5,1,1,lpboost_dl85,29.0,0.8727272727272727,0.8148148148148148,0.7030497592295345,0.7318181818181818,4,1
hepatitis,5,1,1,lpboost_dl85,29.0,0.8727272727272727,0.8148148148148148,0.7030497592295345,0.7318181818181818,5,1
hepatitis,5,1,1,lpboost_dl85,29.0,0.8727272727272727,0.8148148148148148,0.7030497592295345,0.7318181818181818,6,1
hepatitis,5,1,1,lpboost_dl85,29.0,0.8727272727272727,0.8148148148148148,0.7030497592295345,0.7318181818181818,7,1
hepatitis,5,1,1,lpboost_dl85,29.0,0.8727272727272727,0.8148148148148148,0.7030497592295345,0.7318181818181818,8,1
hepatitis,5,1,1,lpboost_dl85,28.333333333333332,0.8909090909090909,0.6296296296296297,0.9400749063670412,0.990909090909091,9,6
hepatitis,5,1,1,lpboost_dl85,27.666666666666668,0.8727272727272727,0.7407407407407407,0.9486356340288925,0.9363636363636363,10,7
hepatitis,5,1,1,lpboost_dl85,27.18181818181818,0.9,0.7407407407407407,0.9628143392188335,0.9954545454545455,11,10
hepatitis,5,1,1,lpboost_dl85,26.55555555555555,0.9,0.7407407407407407,0.9673622257891921,0.990909090909091,12,11
hepatitis,5,1,1,lpboost_dl85,25.666666666666664,0.9272727272727272,0.7037037037037037,0.9630818619582665,0.9863636363636363,13,12
hepatitis,5,1,1,lpboost_dl85,25.307692307692307,0.9090909090909091,0.7407407407407407,0.971107544141252,0.9863636363636363,14,13
hepatitis,5,1,1,lpboost_dl85,24.5,0.9181818181818182,0.7407407407407407,0.9670947030497592,0.990909090909091,15,14
hepatitis,5,1,1,lpboost_dl85,24.000000000000004,0.9181818181818182,0.5925925925925926,0.9678972712680578,0.990909090909091,16,14
hepatitis,5,1,1,lpboost_dl85,23.163265306122444,0.9272727272727272,0.8148148148148148,0.9670947030497591,0.9818181818181819,17,16
hepatitis,5,1,1,lpboost_dl85,22.818181818181817,0.9363636363636364,0.7037037037037037,0.9649545211342964,0.9727272727272727,18,17
hepatitis,5,1,1,lpboost_dl85,22.600000000000005,0.9272727272727272,0.7407407407407407,0.9727126805778491,0.9818181818181818,19,18
hepatitis,5,1,1,lpboost_dl85,22.50375939849624,0.9272727272727272,0.8148148148148148,0.9748528624933118,0.9727272727272727,20,19
hepatitis,5,1,1,lpboost_dl85,22.280864197530864,0.9363636363636364,0.7777777777777778,0.9668271803103262,0.990909090909091,21,20
hepatitis,5,1,1,lpboost_dl85,22.03053435114504,0.9454545454545454,0.7777777777777778,0.971107544141252,0.9818181818181819,22,20
hepatitis,5,1,1,lpboost_dl85,22.00558659217877,0.9454545454545454,0.7407407407407407,0.971107544141252,1.0,23,21
hepatitis,5,1,1,lpboost_dl85,22.00344234079174,0.9454545454545454,0.7407407407407407,0.971107544141252,1.0,24,23
hepatitis,5,1,1,lpboost_dl85,21.99913156752062,0.9454545454545454,0.7407407407407407,0.971107544141252,1.0,25,24
hepatitis,5,1,1,lpboost_dl85,21.98784933171324,0.9454545454545454,0.7407407407407407,0.9700374531835205,0.990909090909091,26,24
hepatitis,5,1,1,lpboost_dl85,21.985507246376816,0.9454545454545454,0.7407407407407407,0.9695024077046549,0.990909090909091,27,26
hepatitis,5,1,1,lpboost_dl85,21.983050847457623,0.9454545454545454,0.8148148148148148,0.9700374531835205,0.990909090909091,28,25
hepatitis,5,1,1,lpboost_dl85,21.980132450331126,0.9454545454545454,0.7407407407407407,0.9695024077046548,0.990909090909091,29,26
hepatitis,1,5,1,lpboost_cart,141.0,0.8715596330275229,0.8214285714285714,0.7391774891774893,0.5782608695652174,1,1
hepatitis,1,5,1,lpboost_cart,141.0,0.8715596330275229,0.8214285714285714,0.7391774891774893,0.5782608695652174,2,1
hepatitis,1,5,1,lpboost_cart,141.0,0.8715596330275229,0.8214285714285714,0.7391774891774893,0.5782608695652174,3,1
hepatitis,1,5,1,lpboost_cart,141.0,0.8715596330275229,0.8214285714285714,0.7391774891774893,0.5782608695652174,4,1
hepatitis,1,5,1,lpboost_cart,141.0,0.8715596330275229,0.8214285714285714,0.7391774891774893,0.5782608695652174,5,1
hepatitis,1,5,1,lpboost_cart,140.33333333333334,0.8899082568807339,0.8214285714285714,0.9237012987012987,0.8347826086956522,6,6
hepatitis,1,5,1,lpboost_cart,107.0,0.908256880733945,0.7857142857142857,0.935064935064935,0.6173913043478261,7,6
hepatitis,1,5,1,lpboost_cart,106.33333333333333,0.8990825688073395,0.7857142857142857,0.9650974025974026,0.7130434782608694,8,8
hepatitis,1,5,1,lpboost_cart,89.0,0.926605504587156,0.7857142857142857,0.954004329004329,0.7347826086956522,9,8
hepatitis,1,5,1,lpboost_cart,89.0,0.926605504587156,0.7857142857142857,0.954004329004329,0.7347826086956522,10,8
hepatitis,1,5,1,lpboost_cart,79.0,0.944954128440367,0.7857142857142857,0.9715909090909092,0.6739130434782609,11,10
hepatitis,1,5,1,lpboost_cart,63.0,0.9541284403669725,0.7857142857142857,0.9780844155844156,0.7739130434782608,12,11
hepatitis,1,5,1,lpboost_cart,57.0,0.9908256880733946,0.8214285714285714,0.9916125541125541,0.7043478260869565,13,12
hepatitis,1,5,1,lpboost_cart,53.800000000000004,0.9724770642201835,0.8214285714285714,0.9910714285714286,0.7695652173913043,14,14
hepatitis,1,5,1,lpboost_cart,53.0,0.9724770642201835,0.8214285714285714,0.9894480519480521,0.7869565217391304,15,15
hepatitis,1,5,1,lpboost_cart,43.0,0.981651376146789,0.8571428571428571,0.996482683982684,0.5956521739130435,16,14
hepatitis,1,5,1,lpboost_cart,43.0,0.981651376146789,0.8571428571428571,0.996482683982684,0.5956521739130435,17,14
hepatitis,1,5,1,lpboost_cart,41.0,0.981651376146789,0.8214285714285714,0.9989177489177489,0.6043478260869566,18,16
hepatitis,1,5,1,lpboost_cart,36.5,0.9908256880733946,0.8214285714285714,1.0,0.6304347826086957,19,18
hepatitis,1,5,1,lpboost_cart,32.400000000000006,1.0,0.8214285714285714,1.0,0.6173913043478261,20,18
hepatitis,1,5,1,lpboost_cart,30.5,1.0,0.8214285714285714,1.0,0.6173913043478261,21,19
hepatitis,1,5,1,lpboost_cart,29.799999999999997,1.0,0.8214285714285714,1.0,0.5652173913043479,22,20
hepatitis,1,5,1,lpboost_cart,28.333333333333336,1.0,0.8214285714285714,1.0,0.5826086956521739,23,20
hepatitis,1,5,1,lpboost_cart,27.75,1.0,0.8214285714285714,1.0,0.5782608695652174,24,22
hepatitis,1,5,1,lpboost_cart,27.727272727272716,1.0,0.8214285714285714,1.0,0.5739130434782609,25,23
hepatitis,2,1,1,lpboost_cart,29.0,0.8715596330275229,0.8214285714285714,0.7275280898876404,0.643939393939394,1,1
hepatitis,2,1,1,lpboost_cart,29.0,0.8715596330275229,0.8214285714285714,0.7275280898876404,0.643939393939394,2,1
hepatitis,2,1,1,lpboost_cart,29.0,0.8715596330275229,0.8214285714285714,0.7275280898876404,0.643939393939394,3,1
hepatitis,2,1,1,lpboost_cart,29.0,0.8715596330275229,0.8214285714285714,0.7275280898876404,0.643939393939394,4,1
hepatitis,2,1,1,lpboost_cart,29.0,0.8715596330275229,0.8214285714285714,0.7275280898876404,0.643939393939394,5,1
hepatitis,2,1,1,lpboost_cart,23.0,0.926605504587156,0.7857142857142857,0.899438202247191,0.7272727272727273,6,5
hepatitis,2,1,1,lpboost_cart,23.0,0.926605504587156,0.7857142857142857,0.899438202247191,0.7272727272727273,7,5
hepatitis,2,1,1,lpboost_cart,23.0,0.926605504587156,0.7857142857142857,0.8890449438202247,0.7234848484848486,8,5
hepatitis,2,1,1,lpboost_cart,23.0,0.926605504587156,0.7857142857142857,0.8890449438202247,0.7234848484848486,9,5
hepatitis,2,1,1,lpboost_cart,23.0,0.926605504587156,0.7857142857142857,0.899438202247191,0.7272727272727273,10,5
hepatitis,2,1,1,lpboost_cart,23.0,0.926605504587156,0.7857142857142857,0.8890449438202247,0.7234848484848486,11,5
hepatitis,2,1,1,lpboost_cart,21.0,0.9174311926605505,0.8571428571428571,0.9769662921348314,0.9280303030303031,12,11
hepatitis,2,1,1,lpboost_cart,21.0,0.9174311926605505,0.8571428571428571,0.9657303370786516,0.8939393939393939,13,10
hepatitis,2,1,1,lpboost_cart,21.0,0.926605504587156,0.8571428571428571,0.9640449438202247,0.9090909090909091,14,10
hepatitis,2,1,1,lpboost_cart,21.0,0.926605504587156,0.8571428571428571,0.9640449438202247,0.9090909090909091,15,10
hepatitis,2,1,1,lpboost_cart,19.000000000000004,0.944954128440367,0.8571428571428571,0.9730337078651685,0.8939393939393939,16,12
hepatitis,3,1,1,lpboost_cart,37.0,0.8363636363636363,0.8518518518518519,0.7533440342429106,0.6772727272727272,1,1
hepatitis,3,1,1,lpboost_cart,37.0,0.8363636363636363,0.8518518518518519,0.7533440342429106,0.6772727272727272,2,1
hepatitis,3,1,1,lpboost_cart,37.0,0.8363636363636363,0.8518518518518519,0.7533440342429106,0.6772727272727272,3,1
hepatitis,3,1,1,lpboost_cart,35.0,0.8454545454545455,0.9259259259259259,0.6861958266452649,0.8,4,1
hepatitis,3,1,1,lpboost_cart,33.0,0.8818181818181818,0.8518518518518519,0.7915997859818086,0.6772727272727272,5,3
hepatitis,3,1,1,lpboost_cart,33.0,0.8636363636363636,0.9259259259259259,0.7359550561797754,0.8272727272727273,6,3
hepatitis,3,1,1,lpboost_cart,29.666666666666668,0.8909090909090909,0.8518518518518519,0.8994114499732477,0.8727272727272728,7,7
hepatitis,3,1,1,lpboost_cart,28.333333333333332,0.9,0.8148148148148148,0.92776886035313,0.9590909090909092,8,7
hepatitis,3,1,1,lpboost_cart,28.333333333333336,0.9,0.8148148148148148,0.9253611556982343,0.9500000000000002,9,8
hepatitis,3,1,1,lpboost_cart,27.5,0.9,0.8518518518518519,0.9403424291064741,0.9318181818181819,10,9
hepatitis,3,1,1,lpboost_cart,27.0,0.9181818181818182,0.8148148148148148,0.9526484751203853,0.9090909090909092,11,11
hepatitis,3,1,1,lpboost_cart,27.0,0.9181818181818182,0.8148148148148148,0.9526484751203853,0.8909090909090909,12,10
hepatitis,3,1,1,lpboost_cart,26.5,0.9272727272727272,0.8518518518518519,0.956393793472445,0.9681818181818183,13,13
hepatitis,3,1,1,lpboost_cart,26.222222222222218,0.9272727272727272,0.8518518518518519,0.9636169074371321,0.9500000000000001,14,14
hepatitis,4,1,1,lpboost_cart,31.0,0.8636363636363636,0.7407407407407407,0.7520064205457463,0.6863636363636363,1,1
